pos	browser_phylop_allbr	phylop_allbr	phylop_dmel	phylop_dsim	isConsEl	is661	isCDS	isUTR5	isUTR3	isIntron	isIntergenic
11113405	0.760252	0.797	0.097	0.058	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE
11113406	1.46607	1.467	0.064	0.039	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE
11113407	1.46607	1.52	0.063	0.038	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE
11113408	1.53024	1.541	0.063	0.038	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE
11113409	-0.908047	-0.89	0.18	0.109	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE
11113410	-0.0738976	-0.034	0.116	0.07	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE
11113411	-0.45889	-0.449	0.215	0.125	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE
11113412	-0.523055	-0.469	0.21	0.128	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE
11113413	0.0544331	0.113	0.088	0.061	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE
11113414	-1.29304	-1.243	0.213	0.126	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE
11113415	1.27357	1.304	0.068	0.041	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE
11113416	0.567756	0.603	0.073	0.045	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE
11113417	-0.00973228	0.014	0.111	0.067	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE
11113418	0.182764	0.241	0.131	0.078	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE
11113419	0.0544331	0.105	0.101	0.061	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE
11113420	1.85106	1.906	0	0	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE
11113421	0.824417	0.854	0.057	0.035	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE
11113422	3.19854	3.23	0	0	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE
11113423	0.246929	0.273	0.089	0.054	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE
11113424	0.952748	1.004	0.089	0.054	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE
11113425	0.696087	0.752	0.061	0.037	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE
11113426	3.13437	3.184	0	0	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE
11113427	0.118598	0.175	0.096	0.058	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE
11113428	-0.202228	-0.139	0.179	0.105	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE
11113429	0.631921	0.649	0.064	0.039	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE
11113430	0.696087	0.743	0.06	0.037	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE
11113431	0.696087	0.745	0.06	0.037	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE
11113432	-0.0738976	-0.049	0.119	0.072	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE
11113433	1.5944	1.607	0.062	0.038	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE
11113434	1.91523	1.921	0	0	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE
11113435	0.311094	0.354	0.123	0.074	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE
11113436	0.0544331	0.117	0.101	0.061	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE
11113437	0.631921	0.664	0.062	0.038	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE
11113438	0.824417	0.839	0.058	0.035	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE
11113439	-0.715551	-0.652	0.168	0.1	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE
11113440	0.824417	0.847	0.102	0.062	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE
11113441	1.53024	1.593	0.077	0.047	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE
11113442	4.09685	4.115	0	0	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE
11113443	1.08108	1.14	0.052	0.032	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE
11113444	1.14524	1.156	0.051	0.031	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE
11113445	4.09685	4.115	0	0	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE
11113446	4.09685	4.115	0	0	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE
11113447	1.14524	1.156	0.051	0.031	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE
11113448	4.09685	4.115	0	0	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE
11113449	2.36439	2.415	0	0	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE
11113450	0.37526	0.425	0.081	0.049	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE
11113451	1.14524	1.173	0.051	0.031	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE
11113452	4.03268	4.053	0	0	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE
11113453	1.08108	1.14	0.052	0.032	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE
11113454	0.503591	0.544	0.076	0.046	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE
11113455	2.23606	2.276	0	0	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE
11113456	1.33774	1.35	0.048	0.029	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE
11113457	2.36439	2.415	0	0	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE
11113458	4.03268	4.053	0	0	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE
11113459	4.03268	4.053	0	0	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE
11113460	1.5944	1.653	0.076	0.046	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE
11113461	0.696087	0.73	0.105	0.063	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE
11113462	0.246929	0.291	0.092	0.056	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE
11113463	1.01691	1.073	0.053	0.032	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE
11113464	2.49272	2.529	0.052	0.032	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE
11113465	0.37526	0.428	0.08	0.049	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE
11113466	0.888583	0.903	0.1	0.06	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE
11113467	1.20941	1.246	0.05	0.031	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE
11113468	0.760252	0.813	0.103	0.062	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE
11113469	1.14524	1.17	0.051	0.031	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE
11113470	1.53024	1.584	0.077	0.047	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE
11113471	-0.523055	-0.479	0.148	0.088	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE
11113472	-0.330559	-0.32	0.14	0.084	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE
11113473	-0.00973228	0.03	0.153	0.091	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE
11113474	1.65857	1.695	0.044	0.027	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE
11113475	-0.00973228	-0.002	0.16	0.095	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE
11113476	0.311094	0.321	0.09	0.054	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE
11113477	-0.972213	-0.961	0.189	0.112	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE
11113478	0.182764	0.226	0.134	0.08	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE
11113479	-0.523055	-0.484	0.177	0.105	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE
11113480	0.631921	0.689	0.1	0.06	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE
11113481	0.503591	0.523	0.068	0.042	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE
11113482	2.62105	2.654	0	0	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE
11113483	0.567756	0.572	0.066	0.04	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE
11113484	1.27357	1.311	0.068	0.042	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE
11113485	2.49272	2.551	0	0	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE
11113486	-0.00973228	0.013	0.156	0.093	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE
11113487	0.503591	0.566	0.076	0.046	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE
11113488	0.567756	0.596	0.074	0.045	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE
11113489	0.567756	0.593	0.075	0.046	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE
11113490	-0.266394	-0.214	0.131	0.079	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE
11113491	-0.330559	-0.323	0.193	0.113	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE
11113492	2.68521	2.688	0.05	0.031	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE
11113493	1.85106	1.852	0.074	0.045	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE
11113494	2.74938	2.797	0.049	0.03	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE
11113495	-0.715551	-0.675	0.158	0.094	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE
11113496	0.118598	0.139	0.102	0.062	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE
11113497	2.55688	2.619	0.05	0.031	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE
11113498	1.08108	1.093	0.096	0.058	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE
11113499	2.74938	2.809	0.049	0.03	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE
11113500	0.631921	0.643	0.115	0.069	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE
11113501	1.01691	1.064	0.063	0.038	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE
11113502	-0.00973228	0.028	0.108	0.066	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE
11113503	-0.394724	-0.346	0.217	0.126	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE
11113504	0.888583	0.944	0.076	0.046	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE
11113505	0.246929	0.247	0.092	0.056	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE
11113506	0.567756	0.617	0.115	0.069	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE
11113507	1.7869	1.847	0.074	0.045	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE
11113508	0.696087	0.725	0.112	0.067	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE
11113509	1.14524	1.199	0.093	0.056	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE
11113510	0.439425	0.49	0.083	0.05	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE
11113511	-0.00973228	0.015	0.111	0.067	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE
11113512	0.760252	0.798	0.103	0.062	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE
11113513	0.631921	0.632	0.074	0.045	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE
11113514	0.696087	0.716	0.071	0.044	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE
11113515	0.631921	0.668	0.074	0.045	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE
11113516	2.74938	2.809	0.049	0.03	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE
11113517	1.91523	1.934	0.072	0.044	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE
11113518	0.503591	0.541	0.117	0.07	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE
11113519	0.824417	0.826	0.059	0.036	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE
11113520	0.824417	0.861	0.103	0.062	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE
11113521	-0.00973228	-0.002	0.113	0.068	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE
11113522	4.09685	4.099	0	0	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE
11113523	-0.394724	-0.359	0.141	0.084	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE
11113524	2.42855	2.452	0.052	0.032	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE
11113525	1.72273	1.748	0.075	0.045	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE
11113526	1.01691	1.051	0.097	0.059	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE
11113527	1.08108	1.098	0.096	0.058	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE
11113528	0.631921	0.661	0.114	0.069	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE
11113529	4.35351	4.41	0	0	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE
11113530	0.118598	0.181	0.101	0.061	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE
11113531	0.0544331	0.085	0.149	-2.026	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE
11113532	0.0544331	0.115	0.147	0.087	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE
11113533	0.503591	0.53	0.119	0.072	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE
11113534	0.37526	0.4	0.121	0.073	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE
11113535	0.246929	0.285	0.089	0.054	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE
11113536	0.439425	0.468	0.079	0.048	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE
11113537	1.97939	2.025	0.056	0.035	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE
11113538	1.14524	1.181	0.085	0.052	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE
11113539	0.0544331	0.088	0.104	0.063	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE
11113540	1.14524	1.204	0.085	0.051	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE
11113541	0.37526	0.426	0.082	0.05	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE
11113542	0.439425	0.462	0.079	0.048	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE
11113543	-1.3572	-1.338	0.209	-0.506	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE
11113544	0.631921	0.67	0.072	0.044	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE
11113545	0.696087	0.716	0.071	0.044	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE
11113546	2.42855	2.466	0.052	0.032	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE
11113547	0.311094	0.332	0.086	0.052	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE
11113548	0.246929	0.289	0.087	0.053	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE
11113549	1.14524	1.204	0.051	0.031	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE
11113550	0.311094	0.334	0.09	0.054	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE
11113551	1.27357	1.286	0.049	0.03	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE
11113552	1.27357	1.335	0.091	0.055	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE
11113553	4.28935	4.342	0	0	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE
11113554	0.696087	0.697	0.112	0.067	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE
11113555	1.20941	1.224	0.051	0.031	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE
11113556	4.35351	4.41	0	0	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE
11113557	4.35351	4.41	0	0	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE
11113558	1.85106	1.882	0.072	0.044	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE
11113559	4.28935	4.342	0	0	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE
11113560	2.55688	2.58	0	0	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE
11113561	2.55688	2.558	0	0	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE
11113562	4.35351	4.41	0	0	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE
11113563	4.35351	4.41	0	0	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE
11113564	4.28935	4.342	0	0	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE
11113565	2.55688	2.558	0	0	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE
11113566	2.55688	2.558	0	0	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE
11113567	1.27357	1.288	0.049	0.03	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE
11113568	4.28935	4.342	0	0	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE
11113569	2.55688	2.558	0	0	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE
11113570	4.35351	4.41	0	0	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE
11113571	2.81354	2.833	0.049	0.03	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE
11113572	2.74938	2.762	0.049	0.03	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE
11113573	1.5944	1.656	0.055	0.034	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE
11113574	0.696087	0.721	0.071	0.043	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE
11113575	2.55688	2.58	0	0	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE
11113576	2.55688	2.58	0	0	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE
11113577	2.55688	2.58	0	0	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE
11113578	4.28935	4.342	0	0	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE
11113579	2.55688	2.58	0	0	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE
11113580	2.55688	2.58	0	0	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE
11113581	4.35351	4.41	0	0	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE
11113582	4.35351	4.41	0	0	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE
11113583	4.35351	4.41	0	0	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE
11113584	2.55688	2.566	0.051	0.031	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE
11113585	1.08108	1.122	0.059	0.05	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE
11113586	0.439425	0.495	-0.525	0.064	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE
11113587	0.118598	0.121	0.146	0.087	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE
11113588	-0.330559	-0.326	0.139	0.084	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE
11113589	-0.138063	-0.129	0.126	0.075	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE
11113590	0.311094	0.344	0.127	0.076	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE
11113591	-0.00973228	0.012	0.112	0.067	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE
11113592	-0.843882	-0.813	0.175	0.104	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE
11113593	0.0544331	0.096	0.149	0.089	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE
11113594	-0.843882	-0.815	0.229	0.134	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE
11113595	-0.266394	-0.223	0.13	0.078	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE
11113596	0.439425	0.44	0.122	0.073	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE
11113597	-0.138063	-0.113	0.124	0.074	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE
11113598	0.760252	0.777	0.104	0.063	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE
11113599	0.182764	0.193	0.099	0.06	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE
11113600	0.760252	0.813	0.103	0.062	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE
11113601	0.311094	0.319	0.09	0.055	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE
11113602	1.40191	1.425	0.079	0.048	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE
11113603	-0.330559	-0.284	0.137	0.082	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE
11113604	-0.138063	-0.113	0.123	0.074	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE
11113605	-0.138063	-0.115	0.123	0.074	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE
11113606	1.40191	1.416	0.08	0.049	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE
11113607	0.118598	0.146	0.144	0.086	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE
11113608	-0.523055	-0.513	0.228	0.139	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE
11113609	0.760252	0.788	0.103	0.062	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE
11113610	-0.0738976	-0.066	0.12	0.072	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE
11113611	-1.22887	-1.228	0.186	0.111	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE
11113612	0.182764	0.184	0.141	0.084	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE
11113613	-0.58722	-0.553	0.164	0.098	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE
11113614	0.182764	0.183	0.14	0.083	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE
11113615	0.760252	0.789	0.103	0.062	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE
11113616	0.311094	0.346	0.127	0.076	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE
11113617	0.952748	1.004	-0.314	0.04	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE
11113618	1.72273	1.772	0.059	0.036	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE
11113619	-0.00973228	0.028	0.109	0.066	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE
11113620	0.246929	0.304	0.086	0.052	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE
11113621	0.182764	0.183	0.138	0.083	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE
11113622	1.97939	1.995	0.056	0.034	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE
11113623	0.0544331	0.117	0.102	0.062	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE
11113624	2.23606	2.261	0.054	0.033	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE
11113625	-0.0738976	-0.046	0.118	0.071	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE
11113626	1.40191	1.428	0.079	0.041	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE
11113627	0.439425	0.495	0.069	0.042	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE
11113628	0.888583	0.937	0.056	0.034	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE
11113629	0.37526	0.386	0.083	0.051	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE
11113630	2.30022	2.302	0.053	0.033	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE
11113631	0.952748	0.962	0.054	0.033	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE
11113632	0.118598	0.182	0.097	0.059	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE
11113633	0.888583	0.927	0.099	0.06	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE
11113634	-1.22887	-1.22	0.323	0.189	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE
11113635	1.53024	1.557	0.077	0.047	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE
11113636	0.952748	0.988	0.054	0.033	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE
11113637	0.567756	0.596	0.075	0.046	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE
11113638	1.01691	1.07	0.053	0.032	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE
11113639	1.08108	1.1	0.052	0.032	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE
11113640	0.311094	0.349	0	0	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE
11113641	0.311094	0.347	0	0	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE
11113642	0.311094	0.349	0	0	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE
11113643	0.311094	0.349	0	0	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE
11113644	0.503591	0.518	0	0	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE
11113645	0.503591	0.518	0	0	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE
11113646	0.503591	0.518	0	0	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE
11113647	0.503591	0.518	0	0	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE
11113648	1.97939	2.032	0	0	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE
11113649	0.503591	0.538	0.075	0.046	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE
11113650	0.952748	0.994	0.055	0.034	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE
11113651	-0.202228	-0.172	0.13	0.078	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE
11113652	1.40191	1.418	0.08	0.049	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE
11113653	2.62105	2.653	0.051	0.031	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE
11113654	4.09685	4.141	0	0	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE
